135110802660.143140,107192630378.448840,3268549802.741924,35822529.781646,965558.954142,27786.510722,1417.476754,730.050945,0.907207,0.000019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, ,187957
115232644856.537540,89370068029.420883,773713507.017231,10031989.778696,232505.696568,11502.256594,302.897878,163.136280,0.034257,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, ,173623
129660061253.160350,91987176853.961182,2113601377.820152,54135233.238603,826412.581202,16122.828537,502.936276,349.287883,0.083441,0.000215,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, ,175504
102169249061.814470,84370642483.985016,1255441674.315756,13743766.461364,298260.817375,10321.302877,1995.554730,1744.557412,41.765494,0.000426,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, ,143456
88189064387.242569,73687509913.151443,824663832.076025,8191981.586873,94674.733890,8757.370943,7185.497778,7122.424685,1.780841,0.000236,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, ,165717
128408614456.109560,80214317591.351624,2298774892.738970,51633173.044312,2689911.250577,206208.060072,12450.689085,1436.325424,17.170934,0.002640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, ,173006
131235830272.376170,95997428616.549500,971878901.287614,9318586.091541,272722.384948,4208.285693,950.381386,879.263774,0.245168,0.000187,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, ,165878
176948399045.832890,67791734873.404724,815152529.449528,44018122.413862,1298505.569752,99493.267365,4119.274116,2804.297430,0.053677,0.003575,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, ,139139
129398465051.080060,92425045070.766403,378671923.576488,2515502.714601,66622.520831,2388.732889,1319.405590,1262.011783,1.874078,0.001299,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, ,150817
132912600204.593900,85343836009.221710,1233890859.607653,26712789.697771,320366.264567,14520.803719,4273.742586,3970.861017,0.771845,0.000134,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, ,143813
171195843983.418000,92154051343.041962,1224501213.577597,19542267.727983,288749.080862,9518.676506,4814.294496,4720.025218,3.563376,0.006579,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, ,156063
157242089368.525630,97277576061.558289,1383701345.038876,34398694.345020,832312.623390,26880.949127,2919.461884,602.514604,7.455941,0.028221,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, ,164947
180342670132.805480,78177588904.257614,1592098030.177724,11708695.025816,77534.246816,4850.429346,4084.959653,3665.604291,0.043530,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, ,170344
