9181.598294,9025.038404,7115.113607,6663.021148,5946.501561,5946.501561,5507.579008,3999.082387,2664.713692,2189.803950,2019.320405,2004.310775,1877.202137,1797.596506,1760.804566,1748.379505,1738.557405, ,6826
9807.532077,8295.361594,6938.332983,5737.943437,5315.757887,5315.757887,4858.067993,3620.388547,2889.208414,2266.217545,2048.923979,1927.413689,1892.225069,1890.703898,1862.018348,1852.630131,1842.306250, ,7037
8861.460334,8714.510637,6220.693925,6053.079381,5411.777566,5411.777566,5312.887494,3501.065948,2681.604220,2234.357268,1925.934757,1853.879153,1740.741423,1719.860536,1714.913909,1707.728701,1521.110940, ,7275
8902.498948,8902.498948,6923.300090,6078.018639,5882.396029,5537.778970,5353.850914,4362.005255,3102.658993,2636.338963,2355.428857,2264.321506,2232.283252,2197.734693,2194.910241,2173.582985,2169.689647, ,7182
9420.478836,7791.606310,7134.325079,5533.286923,5429.003048,5326.236053,4813.469312,3787.169690,2983.218218,2426.800201,2191.512673,2118.083126,2064.097100,2039.703571,2032.891668,2025.568844,2024.900609, ,7074
9683.125588,8964.656932,7133.108503,6263.249562,5504.522406,5090.186655,5090.186655,4204.060410,3200.944869,2818.569998,2559.282698,2407.023999,2364.599419,2339.944617,2266.430808,2229.724444,2218.731774, ,6975
9998.395695,8544.292237,7131.337993,6515.025366,5753.511235,4648.271749,4438.672213,3982.847599,2639.913620,2011.984533,1803.303160,1560.057526,1512.394821,1504.252040,1488.711104,1486.637056,1486.430941, ,7245
9544.936483,9155.712445,6388.078645,5679.053461,5545.288689,5259.954195,5259.954195,3881.279267,2593.951443,2217.905728,2190.684839,2160.375476,2151.874564,2092.275623,2055.125120,2036.973898,2031.063767, ,7141
10054.847551,8915.212466,7678.164828,6455.095660,6229.091070,5481.488622,5113.635550,3954.413264,3120.816672,2888.381936,2494.080438,2222.284637,2206.570269,2194.664609,2036.197633,1892.402271,1735.813444, ,7192
9404.434685,8639.493138,7122.698022,6409.344682,5742.124548,5696.499660,5399.340171,3593.940053,2220.519746,1914.507721,1625.456384,1506.136790,1483.835584,1281.875818,1263.420716,1258.989452,1256.631326, ,6961
8734.998548,8447.278016,7002.596299,6278.430718,5629.878589,5204.632022,4798.980593,3741.040332,2915.378945,2440.380012,2169.484317,1962.097948,1918.102602,1917.156663,1910.810086,1904.810812,1900.035585, ,7342
9058.997310,8617.296037,6314.667261,6131.142788,5834.200318,5306.013708,5043.347627,3332.841084,2759.692927,1724.168608,1392.184760,1245.338088,1123.367132,1103.857594,1102.025975,1047.824028,1019.138686, ,7389
9699.829282,8883.991729,7070.088290,6199.424421,4715.754597,4715.754597,4605.951519,3417.541432,2170.761321,1966.512712,1713.418926,1653.984106,1570.246030,1552.696539,1540.920007,1536.093521,1534.836103, ,7059
9493.609100,8231.131510,6662.695979,6287.760168,6068.052039,5139.895212,4805.047172,3901.304824,2853.008528,2552.459423,2500.100118,2254.768287,2184.477114,2140.671274,2108.407116,2103.464342,2085.371929, ,7394
10103.531931,8689.856555,6848.167664,6153.059926,5497.339577,4696.758129,4625.341529,3776.820514,3092.386530,2806.080380,2498.601194,2340.689496,2168.004137,1920.572079,1693.320195,1616.175593,1598.616763, ,6940
8847.701272,8776.181651,6986.396731,5549.206217,5224.782512,5083.796906,5027.723252,3955.841175,3099.916778,2611.305662,2307.707401,2211.973951,2140.452091,2081.071503,2058.976017,2044.444154,2017.176636, ,6971
9750.428261,8941.823631,7318.608587,6212.205771,5924.228340,5378.688716,4842.758188,3365.196725,2718.565661,2371.923391,2262.364756,2229.655848,1977.403122,1854.537036,1780.141684,1762.107866,1732.460274, ,6916
9560.937092,8520.679361,6917.951200,6363.094758,6126.226244,5632.494465,4876.070842,3827.531097,2794.816654,2161.907339,1982.555008,1824.080736,1775.587388,1772.424380,1755.124286,1743.730631,1726.866814, ,6811
9773.850770,8735.683078,6821.732380,5839.653633,5567.728063,5193.554070,5193.554070,4007.448124,3166.149273,2820.267182,2573.484932,2420.123800,2344.573131,2304.218360,2285.824310,2264.273578,2261.924857, ,7366
